Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704480620,10,,Aggregated,62.700000,0.000000,160,160,160,160,170,170,180,220,350,350,350,4228,0,160.0,152.57644547405064,34.8041329998523,352.7184380000108,115.0
1704480621,10,,Aggregated,62.900000,0.000000,160,160,160,160,170,170,180,220,350,350,350,4291,0,160.0,152.662437143625,34.8041329998523,352.7184380000108,115.0
1704480622,10,,Aggregated,62.900000,0.000000,160,160,160,160,170,170,180,220,350,350,350,4353,0,160.0,152.74308387417383,34.8041329998523,352.7184380000108,115.0
1704480623,10,,Aggregated,63.100000,0.000000,160,160,160,160,170,170,180,220,350,350,350,4414,0,160.0,152.95433382562567,34.8041329998523,352.7184380000108,115.0
1704480624,10,,Aggregated,63.100000,0.000000,160,160,160,160,170,170,180,220,350,350,350,4485,0,160.0,152.78776973919935,34.8041329998523,352.7184380000108,114.99777034559644
1704480625,10,,Aggregated,62.600000,0.000000,160,160,160,160,170,170,180,220,350,350,350,4575,0,160.0,151.99074715766957,34.8041329998523,352.7184380000108,114.991912568306
1704480626,10,,Aggregated,62.700000,0.000000,160,160,160,160,170,170,180,220,350,350,350,4632,1,160.0,151.26598102878668,34.8041329998523,352.7184380000108,114.99611398963731
1704480627,10,,Aggregated,65.000000,0.000000,160,160,160,160,170,170,180,220,1500,1600,1600,4673,1,160.0,153.03310374007037,34.8041329998523,1555.36925499473,114.98908624010272
1704480628,10,,Aggregated,66.600000,0.100000,160,160,160,160,170,170,200,300,1500,1600,1600,4706,1,160.0,153.9525402161804,34.8041329998523,1555.36925499473,114.98215044623885
1704480629,10,,Aggregated,63.500000,0.100000,160,160,160,160,170,170,270,310,1500,1600,1600,4738,1,160.0,154.99919654038192,34.8041329998523,1555.36925499473,114.97551709582102
1704480630,10,,Aggregated,61.400000,0.100000,160,160,160,160,170,170,290,320,1500,1600,1600,4772,1,160.0,156.00540734478287,34.8041329998523,1555.36925499473,114.9685666387259
1704480631,10,,Aggregated,58.300000,0.100000,160,160,160,160,170,180,300,310,1500,1600,1600,4807,1,160.0,156.98891903064253,34.8041329998523,1555.36925499473,114.96151445808196
1704480632,10,,Aggregated,55.400000,0.100000,160,160,160,160,170,180,300,310,1500,1600,1600,4840,1,160.0,157.96347935502246,34.8041329998523,1555.36925499473,114.95495867768595
1704480633,10,,Aggregated,52.400000,0.100000,160,160,160,160,170,220,300,310,1500,1600,1600,4874,1,160.0,158.9559871018255,34.8041329998523,1555.36925499473,114.94829708658186
1704480634,10,,Aggregated,49.400000,0.100000,160,160,160,160,170,280,310,320,1500,1600,1600,4905,1,160.0,159.9357830237142,34.8041329998523,1555.36925499473,114.94230377166157
1704480635,10,,Aggregated,46.800000,0.100000,160,160,160,160,170,290,310,330,1500,1600,1600,4937,1,160.0,160.96695436566534,34.8041329998523,1555.36925499473,114.93619607048815
1704480636,10,,Aggregated,43.600000,0.100000,160,160,160,160,170,290,310,330,1500,1600,1600,4970,1,160.0,161.91262557189327,34.8041329998523,1555.36925499473,114.92997987927565
1704480637,10,,Aggregated,38.200000,0.100000,160,160,160,160,170,300,310,330,1500,1600,1600,5002,1,160.0,162.85685189910194,34.8041329998523,1555.36925499473,114.92403038784487
1704480638,10,,Aggregated,33.600000,0.000000,160,160,160,160,170,300,320,330,1500,1600,1600,5035,1,160.0,163.79500115140118,34.8041329998523,1555.36925499473,114.91797418073486
1704480639,10,,Aggregated,33.600000,0.000000,160,160,160,170,180,300,320,330,1500,1600,1600,5066,1,160.0,164.7191454779554,34.8041329998523,1555.36925499473,114.91235688906436
1704480640,10,,Aggregated,32.800000,0.000000,160,160,160,170,180,300,320,330,1500,1600,1600,5100,1,160.0,165.61819075104415,34.8041329998523,1555.36925499473,114.90627450980392
1704480641,10,,Aggregated,32.800000,0.000000,160,160,160,170,210,300,320,330,1500,1600,1600,5133,1,160.0,166.51368724436065,34.8041329998523,1555.36925499473,114.90044808104422
1704480642,10,,Aggregated,32.700000,0.000000,160,160,160,170,280,310,320,330,1500,1600,1600,5165,1,160.0,167.41735984129548,34.8041329998523,1555.36925499473,114.89486931268151
